# LG_lower and the columns listed in derived_from_LG are FLOAT ESTIMATES, not certified bounds.
# H2plus: validated against certified runs C1/C2 to ~1e-6 -- usable for cell selection.
# H3plus: UNRELIABLE at the 1e-4 level (certified/float ratio 0.9845 at D3a but 2.39 at D1);
#   at d_paper=2.8, L=12, N=64 the float LG_lower -0.93640124532559 exceeds a four-way-verified
#   variational upper bound -0.936444734 by 4.3489e-05, so it is not a bound. DO NOT QUOTE as a width.
# Ritz columns (mu1N_Ritz, lambda1D_Ritz, trunc_gap_discrete, truncation_term, sigma_confinement)
#   do not pass through the Lehmann-Goerisch chain and are unaffected; the L*(N) curve SHAPE stands.
system,d_paper,box,L,Ly,N,Nprime,D,D_aux,npanel,t_star,mu1N_Ritz,eee2_Ritz,lambda1D_Ritz,mu2N_oee_Ritz,eoe_Ritz,rho_used,LG_lower,LG_lower_ideal_rho,enclosure_width,truncation_term,LG_discretisation_term,trunc_gap_discrete,lambda_ref,reference_status,sigma_confinement,hypothesis_holds,max_a_over_L,clearance,moment_tail_bound,tier,status,reason,wall_seconds,LG_lower_status,derived_from_LG
H2plus,2.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,48,,15625,,134,1.0,-0.5488112315018,-0.1801068905224,-0.5489249488455,,,,,,,,,-0.000113717343736,-0.551317,exact_spheroidal,-0.08893193797451,True,0.0714285714285699,26.00000000000004,1.0944167657989999e-219,dense,ok,,27.18515920639,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H2plus,2.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,56,,24389,,134,1.0,-0.549781755586,-0.1802336896974,-0.5498898806495,,,,,,,,,-0.0001081250635463,-0.551317,exact_spheroidal,-0.08893193797451,True,0.0714285714285699,26.00000000000004,1.0944167657989999e-219,dense,ok,,73.77724218369,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H2plus,2.0,"[-28,28]x[-22.4,22.4]^2",28,22.4,64,,35937,,134,1.0,-0.5503840695302,-0.1803222065265,-0.5504191227996,,,,,,,,,-3.505326936937e-05,-0.551317,exact_spheroidal,-0.08893193797451,True,0.0714285714285699,26.00000000000004,1.0944167657989999e-219,dense,ok,,123.5764689445,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,24,,2197,,38,1.25,-0.9368754299317,-0.4314202747991,-0.9349571743152,,,,,,,,,0.001918255616435,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,1.933254957199,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,32,,4913,,38,1.25,-0.937136966478,-0.4315570567865,-0.935196785941,,,,,,,,,0.001940180536977,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,2.613347053528,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,40,,9261,,38,1.25,-0.937321371142,-0.4315994631346,-0.9353411591896,,,,,,,,,0.0019802119523339,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,6.897146224976,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,48,,15625,,38,1.25,-0.9374010638046,-0.4316165371896,-0.9354197875529,,,,,,,,,0.0019812762516999,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,19.42398786545,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,56,,24389,,38,1.25,-0.9374278062755,-0.431628156957,-0.9354502934125,,,,,,,,,0.0019775128630329,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,47.57405495644,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-8,8]x[-6.4,6.4]^2",8,6.4,64,,35937,,38,1.25,-0.9374476900885,-0.4316344843916999,-0.9354653069369,,,,,,,,,0.001982383151596,-0.936459672195,gaussian_CONFLICT,-0.4425491671569,True,0.3499999999999999,5.2,5.511055312884e-20,dense,ok,,123.9035301208,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,24,,2197,,48,1.0,-0.9349773145841,-0.4001901320758999,-0.9349583376476,,,,,,,,,1.89769364749e-05,-0.936459672195,gaussian_CONFLICT,-0.3609645890914999,True,0.28,7.199999999999999,4.2544317563579996e-24,dense,ok,,0.9276649951935,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,32,48.0,4913,15625.0,48,1.0,-0.9359966739831932,-0.4003613084690488,-0.935887990338099,-0.6470997164975996,,-0.6533254588975997,-0.9364225164094055,-0.9364208333866492,0.0005345260713065,0.000571681856901,-3.715578559448929e-05,0.000108683645094,-0.936459672195,gaussian_CONFLICT,-0.3609645890915043,True,0.2799999999999999,7.200000000000001,4.2544317563575404e-24,lg,ok,,11.727164030075071,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,40,,9261,,48,1.0,-0.9361623989711,-0.4004830138653,-0.9360626205806,,,,,,,,,9.977839047359e-05,-0.936459672195,gaussian_CONFLICT,-0.3609645890914999,True,0.28,7.199999999999999,4.2544317563579996e-24,dense,ok,,7.918169975280998,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,48,64.0,15625,35937.0,48,1.0,-0.936344680870388,-0.4005190909400673,-0.9362143687596735,-0.6475089931131824,,-0.6537347355131824,-0.9364663750257364,-0.9364658937344348,0.000252006266063,0.0002453034353264,6.702830736449172e-06,0.0001303121107146,-0.936459672195,gaussian_CONFLICT,-0.3609645890915043,True,0.2799999999999999,7.200000000000001,4.2544317563575404e-24,lg,ok,,76.22013401985168,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,56,,24389,,48,1.0,-0.9364010705946,-0.4005439359812,-0.936277789919,,,,,,,,,0.0001232806755843,-0.936459672195,gaussian_CONFLICT,-0.3609645890914999,True,0.28,7.199999999999999,4.2544317563579996e-24,dense,ok,,51.30378508568,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-10,10]x[-8,8]^2",10,8.0,64,80.0,35937,68921.0,48,1.0,-0.9364440902109128,-0.4005574107555958,-0.936310346916654,-0.6476000594405222,,-0.653825801840522,-0.9364917315201347,-0.936491543134274,0.0001813846034803,0.0001493252783458,3.2059325134614625e-05,0.0001337432942585,-0.936459672195,gaussian_CONFLICT,-0.3609645890915043,True,0.2799999999999999,7.200000000000001,4.2544317563575404e-24,lg,ok,,302.1115691661835,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,24,,2197,,58,1.0,-0.9344560062894,-0.3869103583487,-0.9345648834915,,,,,,,,,-0.0001088772020831,-0.936459672195,gaussian_CONFLICT,-0.3041666666667,True,0.2333333333333,9.2000000000004,1.894642278962e-38,dense,ok,,1.136251211166,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,32,48.0,4913,15625.0,58,1.0,-0.9352723692317436,-0.3875035878484309,-0.9354159193778456,-0.6463622035714535,,-0.6525879459714536,-0.9362754796146304,-0.9362715144085378,0.000859560236785,0.0010437528171545,-0.0001841925803695,-0.000143550146102,-0.936459672195,gaussian_CONFLICT,-0.3041666666666664,True,0.2333333333333333,9.2,1.8946422789623004e-38,lg,ok,,10.095165967941284,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,40,,9261,,58,1.0,-0.9359626557844,-0.3876562851663999,-0.9359716876918,,,,,,,,,-9.031907332147e-06,-0.936459672195,gaussian_CONFLICT,-0.3041666666667,True,0.2333333333333,9.2000000000004,1.894642278962e-38,dense,ok,,7.282870054244999,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,48,64.0,15625,35937.0,58,1.0,-0.9360925526103012,-0.3877740097530182,-0.9361123361748722,-0.6469670385578024,,-0.6531927809578024,-0.9363537836140348,-0.9363527512783156,0.0002414474391626,0.0003473360201277,-0.000105888580965,-1.978356457088548e-05,-0.936459672195,gaussian_CONFLICT,-0.3041666666666664,True,0.2333333333333333,9.2,1.8946422789623004e-38,lg,ok,,86.00649619102478,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,56,,24389,,58,1.0,-0.9362707616896,-0.3878057440432,-0.9362673818756,,,,,,,,,3.379814006887e-06,-0.936459672195,gaussian_CONFLICT,-0.3041666666667,True,0.2333333333333,9.2000000000004,1.894642278962e-38,dense,ok,,54.35429787636,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-12,12]x[-9.6,9.6]^2",12,9.6,64,80.0,35937,68921.0,58,1.0,-0.936305995333235,-0.3878434528011898,-0.9363042804935516,-0.6471270394797088,,-0.6533527818797088,-0.9364012453255908,-0.9364008690960672,9.6964832039359e-05,0.0001553917014483,-5.8426869409045054e-05,1.7148396833643886e-06,-0.936459672195,gaussian_CONFLICT,-0.3041666666666664,True,0.2333333333333333,9.2,1.8946422789623004e-38,lg,ok,,294.13705801963806,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,24,,2197,,67,1.0,-0.9336406986014,-0.3824218194142,-0.9339510489655,,,,,,,,,-0.0003103503641049,-0.936459672195,gaussian_CONFLICT,-0.2625254464544999,True,0.2,11.2,5.941719739612001e-56,dense,ok,,1.225251913071,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,32,48.0,4913,15625.0,67,1.0,-0.9347754046427004,-0.3837409176809553,-0.934839525073372,-0.6457246455925431,,-0.6519503879925432,-0.9362434725265418,-0.936237679758626,0.0014039474531696,0.0016201471216279,-0.0002161996684581,-6.412043067172135e-05,-0.936459672195,gaussian_CONFLICT,-0.2625254464545235,True,0.1999999999999999,11.2,5.941719739612334e-56,lg,ok,,10.421656131744385,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,40,,9261,,67,1.0,-0.9355858506177,-0.3839634864247,-0.935692400609,,,,,,,,,-0.0001065499913593,-0.936459672195,gaussian_CONFLICT,-0.2625254464544999,True,0.2,11.2,5.941719739612001e-56,dense,ok,,7.745985984802,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,48,64.0,15625,35937.0,67,1.0,-0.9359762562364544,-0.3841168300694571,-0.9359897447931484,-0.6467893888990989,,-0.653015131299099,-0.9363189523123824,-0.9363175982751406,0.0003292075192339,0.0004699274018514,-0.0001407198826175,-1.3488556694141174e-05,-0.936459672195,gaussian_CONFLICT,-0.2625254464545235,True,0.1999999999999999,11.2,5.941719739612334e-56,lg,ok,,84.15589308738707,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,56,,24389,,67,1.0,-0.9360848982783,-0.3842176872434,-0.9361079473102,,,,,,,,,-2.304903190165e-05,-0.936459672195,gaussian_CONFLICT,-0.2625254464544999,True,0.2,11.2,5.941719739612001e-56,dense,ok,,64.39711093903,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-14,14]x[-11.2,11.2]^2",14,11.2,64,80.0,35937,68921.0,67,1.0,-0.9362562771077388,-0.3842446379064608,-0.9362630794794548,-0.6470117584281114,,-0.6532375008281112,-0.9363619290295132,-0.9363615116884278,9.884955005823315e-05,0.0001965927155451,-9.774316548694097e-05,-6.80237171590825e-06,-0.936459672195,gaussian_CONFLICT,-0.2625254464545235,True,0.1999999999999999,11.2,5.941719739612334e-56,lg,ok,,279.56601309776306,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,24,,2197,,77,1.0,-0.9313805669587,-0.3809604285516999,-0.9322542124577,,,,,,,,,-0.0008736454990056,-0.936459672195,gaussian_CONFLICT,-0.2307656277182,True,0.1749999999999999,13.2,1.093986873398e-72,dense,ok,,1.157752037048,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,32,48.0,4913,15625.0,77,1.0,-0.9344170767558196,-0.3823461156732149,-0.9345109836339272,-0.6453111932556344,,-0.6515369356556344,-0.9360694870289936,-0.9360629580106004,0.0015585033950661,0.0019486885610724,-0.0003901851660064,-9.390687810773012e-05,-0.936459672195,gaussian_CONFLICT,-0.2307656277181658,True,0.1749999999999999,13.2,1.0939868733979428e-72,lg,ok,,11.542505979537964,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,40,,9261,,77,1.0,-0.9349800080659,-0.3830172130955,-0.9350635010106,,,,,,,,,-8.349294473330998e-05,-0.936459672195,gaussian_CONFLICT,-0.2307656277182,True,0.1749999999999999,13.2,1.093986873398e-72,dense,ok,,7.400280952453999,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,48,64.0,15625,35937.0,77,1.0,-0.935768474668603,-0.3831388260703405,-0.9358286120660196,-0.6464756696027792,,-0.6527014120027794,-0.9361522957739488,-0.9361507772034312,0.0003236837079288,0.00063106012898,-0.0003073764210511,-6.013739741683733e-05,-0.936459672195,gaussian_CONFLICT,-0.2307656277181658,True,0.1749999999999999,13.2,1.0939868733979428e-72,lg,ok,,90.79193711280823,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,56,,24389,,77,1.0,-0.935988287221,-0.3832890529554,-0.9359997621944,,,,,,,,,-1.147497344856e-05,-0.936459672195,gaussian_CONFLICT,-0.2307656277182,True,0.1749999999999999,13.2,1.093986873398e-72,dense,ok,,62.09928297997,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-16,16]x[-12.8,12.8]^2",16,12.8,64,,35937,,77,1.0,-0.9360820942975,-0.3833718298275999,-0.9361020833541,,,,,,,,,-1.998905661005e-05,-0.936459672195,gaussian_CONFLICT,-0.2307656277182,True,0.1749999999999999,13.2,1.093986873398e-72,dense,ok,,142.4472429752,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,24,,2197,,96,1.0,-0.9249785379759,-0.3797149097184,-0.926063432451,,,,,,,,,-0.0010848944751019,-0.936459672195,gaussian_CONFLICT,-0.1856288083944999,True,0.14,17.2,8.270326320887002e-113,dense,ok,,1.356996059418,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,32,48.0,4913,15625.0,96,1.0,-0.9325313599237784,-0.3809196088331611,-0.9330261568715416,-0.6424672498397995,,-0.6486929922397993,-0.935375628272016,-0.935364396385291,0.0023494714004743,0.0034335153234581,-0.0010840439229836,-0.0004947969477631,-0.936459672195,gaussian_CONFLICT,-0.185628808394463,True,0.1399999999999999,17.200000000000003,8.270326320886854e-113,lg,ok,,10.538031101226808,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,40,,9261,,96,1.0,-0.9343957390221,-0.3820707257941999,-0.9344739372001,,,,,,,,,-7.819817801313e-05,-0.936459672195,gaussian_CONFLICT,-0.1856288083944999,True,0.14,17.2,8.270326320887002e-113,dense,ok,,8.64068198204,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,48,64.0,15625,35937.0,96,1.0,-0.9348600698517034,-0.3827247928207648,-0.9349097612550612,-0.6458767275927743,-0.4202693229698081,-0.6521024699927744,-0.9361386468474308,-0.936133590156826,0.0012288855923698,0.0015499109399388,-0.0003210253475689,-4.969140335775446e-05,-0.936459672195,gaussian_CONFLICT,-0.185628808394463,True,0.1399999999999999,17.200000000000003,8.270326320886854e-113,lg_eoe,ok,,92.78014302253725,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,56,,24389,,96,1.0,-0.9354488372756,-0.3828630585016,-0.9355363437408,,,,,,,,,-8.750646524835e-05,-0.936459672195,gaussian_CONFLICT,-0.1856288083944999,True,0.14,17.2,8.270326320887002e-113,dense,ok,,59.24879407883,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-20,20]x[-16,16]^2",20,16.0,64,80.0,35937,68921.0,96,1.0,-0.9359055664972608,-0.3829528060913424,-0.9359252102436948,-0.646628729450283,,-0.652854471850283,-0.9361174098632404,-0.9361165708496408,0.0001921996195456,0.0005344619513052,-0.0003422623317596,-1.964374643403932e-05,-0.936459672195,gaussian_CONFLICT,-0.185628808394463,True,0.1399999999999999,17.200000000000003,8.270326320886854e-113,lg,ok,,288.0332889556885,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,24,,2197,,115,1.0,-0.920635783335,-0.3780126333902,-0.9215460436614,,,,,,,,,-0.0009102603264498,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,1.455685853958,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,32,,4913,,115,1.0,-0.9277121552368,-0.380199742758,-0.9286132949773,,,,,,,,,-0.0009011397404217,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,2.663838148117,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,40,,9261,,115,1.0,-0.9330903203147,-0.3810573184030999,-0.9334033812352,,,,,,,,,-0.0003130609205538,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,8.566092967987,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,48,,15625,,115,1.0,-0.9343812182175,-0.3820359300462999,-0.9344482596669,,,,,,,,,-6.704144937864e-05,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,22.46443295479,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,56,,24389,,115,1.0,-0.9347908878251,-0.3826541605198999,-0.9348290274722,,,,,,,,,-3.8139647071e-05,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,59.45616221428,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-24,24]x[-19.2,19.2]^2",24,19.2,64,,35937,,115,1.0,-0.9351957346201,-0.3828194138966,-0.9352681243996,,,,,,,,,-7.238977952939e-05,-0.936459672195,gaussian_CONFLICT,-0.1551596855274,True,0.1166666666667,21.1999999999992,8.306363988132998e-162,dense,ok,,142.6971120834,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,24,,2197,,134,1.0,-0.9160240251884,-0.3745106323415999,-0.9174227048963,,,,,,,,,-0.001398679707868,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,1.420941114426,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,32,,4913,,134,1.0,-0.9234835003286,-0.3792929495908,-0.9242186561398,,,,,,,,,-0.0007351558112211,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,2.818655014038,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,40,,9261,,134,1.0,-0.9295898057361,-0.3804574049385,-0.9302767669562,,,,,,,,,-0.0006869612200798,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,7.769716978073,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,48,,15625,,134,1.0,-0.9333998587972,-0.3811700160349,-0.9336166668135,,,,,,,,,-0.000216808016311,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,23.14022397995,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,56,,24389,,134,1.0,-0.934370690977,-0.3820183818692,-0.9344293955278,,,,,,,,,-5.870455076007e-05,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,57.5205078125,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,2.8,"[-28,28]x[-22.4,22.4]^2",28,22.4,64,,35937,,134,1.0,-0.9347405136707,-0.3825961070623999,-0.9347743344516,,,,,,,,,-3.382078081926e-05,-0.936459672195,gaussian_CONFLICT,-0.1332390961350999,True,0.1,25.2,1.0944167657989999e-219,dense,ok,,139.0752990246,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,24,,2197,,38,1.5,-0.7654044345996999,-0.4498361315036,-0.7583965593946999,,,,,,,,,0.0070078752049749,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,2.168897151947,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,32,,4913,,38,1.5,-0.7656373184464998,-0.4500798796239,-0.7586021877413999,,,,,,,,,0.007035130705103,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,2.648650884628,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,40,,9261,,38,1.5,-0.7657271274024,-0.450171365039,-0.7586848939468,,,,,,,,,0.0070422334556509,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,7.134669065475,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,48,,15625,,38,1.5,-0.7657688727452,-0.4502130512620999,-0.7587243500235,,,,,,,,,0.007044522721728,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,21.18185210228,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,56,,24389,,38,1.5,-0.7657908545721999,-0.4502346766981,-0.7587454951318,,,,,,,,,0.0070453594404259,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,54.72244596481,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-8,8]x[-6.4,6.4]^2",8,6.4,64,,35937,,38,1.5,-0.7658035126555,-0.4502469870240999,-0.7587578268099,,,,,,,,,0.0070456858456079,-0.7620799973399999,gaussian_consistent,-0.4583333333333,True,0.5,4.0,2.57724758916e-17,dense,ok,,134.9207489491,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,24,,2197,,48,1.0,-0.7615450155899,-0.4231912012635,-0.7609459264839,,,,,,,,,0.0005990891060902,-0.7620799973399999,gaussian_consistent,-0.3486067977499999,True,0.4,6.0,3.865871383739001e-17,dense,ok,,0.9337010383606,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,32,48.0,4913,15625.0,48,1.0,-0.7620431812312691,-0.423663194901391,-0.7614204033903456,-0.5878033823477096,,-0.5940291247477097,-0.7625979932903959,-0.7625864001687412,0.00117758990005,0.0006595939496541,0.0005179959503959,0.0006227778409232,-0.7620799973399998,gaussian_consistent,-0.3486067977499788,True,0.4,6.0,3.865871383739282e-17,lg,ok,,13.963923215866089,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,40,,9261,,48,1.0,-0.7622040281065,-0.4239021588861,-0.761585426747,,,,,,,,,0.0006186013595633,-0.7620799973399999,gaussian_consistent,-0.3486067977499999,True,0.4,6.0,3.865871383739001e-17,dense,ok,,7.423885822295999,no_LG_run__dense_tier_only,enclosure_width; LG_discretisation_term
H3plus,4.0,"[-10,10]x[-8,8]^2",10,8.0,48,64.0,15625,35937.0,48,1.0,-0.7622740386645906,-0.4240006670428048,-0.7616486719681668,-0.588102725696583,,-0.5943284680965831,-0.7624677118071587,-0.7624636582205871,0.0008190398389918,0.0004313253718329,0.0003877144671588,0.0006253666964237,-0.7620799973399998,gaussian_consistent,-0.3486067977499788,True,0.4,6.0,3.865871383739282e-17,lg,ok,,92.53977108001709,float_estimate__UNRELIABLE_at_1e-4__DO_NOT_QUOTE,enclosure_width; LG_discretisation_term
